case_id,predictor,series,run_id,years_from_campaign,value
16,cases,malariasim,,-1.3507,0.56402
16,cases,malariasim,,-1.3123,0.218805
16,cases,malariasim,,-1.274,0.050315
16,cases,malariasim,,-1.2356,0.02292
16,cases,malariasim,,-1.1973,0.04781
16,cases,malariasim,,-1.1589,0.074312
16,cases,malariasim,,-1.1205,0.069836
16,cases,malariasim,,-1.0822,0.03259
16,cases,malariasim,,-1.0438,0.018624
16,cases,malariasim,,-1.0055,0.063929
16,cases,malariasim,,-0.9671,0.16851
16,cases,malariasim,,-0.9288,0.330042
16,cases,malariasim,,-0.8904,0.471873
16,cases,malariasim,,-0.8521,0.591685
16,cases,malariasim,,-0.8137,0.689472
16,cases,malariasim,,-0.7753,0.786724
16,cases,malariasim,,-0.737,0.894552
16,cases,malariasim,,-0.6986,1.024588
16,cases,malariasim,,-0.6603,1.242206
16,cases,malariasim,,-0.6219,1.566036
16,cases,malariasim,,-0.5836,1.849558
16,cases,malariasim,,-0.5452,2.037451
16,cases,malariasim,,-0.5068,2.099221
16,cases,malariasim,,-0.4685,1.959167
16,cases,malariasim,,-0.4301,1.608859
16,cases,malariasim,,-0.3918,1.123865
16,cases,malariasim,,-0.3534,0.599276
16,cases,malariasim,,-0.3151,0.237315
16,cases,malariasim,,-0.2767,0.05785
16,cases,malariasim,,-0.2384,0.021313
16,cases,malariasim,,-0.2,0.046389
16,cases,malariasim,,-0.1616,0.073078
16,cases,malariasim,,-0.1233,0.062511
16,cases,malariasim,,-0.0849,0.034568
16,cases,malariasim,,-0.0466,0.018807
16,cases,malariasim,,-0.0082,0.054273
16,cases,malariasim,,0.0301,0.141329
16,cases,malariasim,,0.0685,0.226233
16,cases,malariasim,,0.1068,0.31938
16,cases,malariasim,,0.1452,0.401964
16,cases,malariasim,,0.1836,0.476128
16,cases,malariasim,,0.2219,0.510164
16,cases,malariasim,,0.2603,0.558529
16,cases,malariasim,,0.2986,0.680882
16,cases,malariasim,,0.337,0.819364
16,cases,malariasim,,0.3753,0.990607
16,cases,malariasim,,0.4137,1.204495
16,cases,malariasim,,0.4521,1.346565
16,cases,malariasim,,0.4904,1.393513
16,cases,malariasim,,0.5288,1.311303
16,cases,malariasim,,0.5671,1.078251
16,cases,malariasim,,0.6055,0.746845
16,cases,malariasim,,0.6438,0.415615
16,cases,malariasim,,0.6822,0.161231
16,cases,malariasim,,0.7205,0.044967
16,cases,malariasim,,0.7589,0.013616
16,cases,malariasim,,0.7973,0.02526
16,cases,malariasim,,0.8356,0.052491
16,cases,malariasim,,0.874,0.047475
16,cases,malariasim,,0.9123,0.027949
16,cases,malariasim,,0.9507,0.014153
16,cases,malariasim,,0.989,0.032608
16,cases,malariasim,,1.0274,0.116636
16,cases,malariasim,,1.0658,0.227899
16,cases,malariasim,,1.1041,0.333068
16,cases,malariasim,,1.1425,0.435014
16,cases,malariasim,,1.1808,0.502568
16,cases,malariasim,,1.2192,0.590008
16,cases,malariasim,,1.2575,0.655229
16,cases,malariasim,,1.2959,0.774739
16,cases,malariasim,,1.3342,0.97543
16,cases,malariasim,,1.3726,1.175041
16,cases,malariasim,,1.411,1.432364
16,cases,malariasim,,1.4493,1.638074
16,cases,malariasim,,1.4877,1.720176
16,cases,malariasim,,1.526,1.664983
16,cases,malariasim,,1.5644,1.391929
16,cases,malariasim,,1.6027,1.029634
16,cases,malariasim,,1.6411,0.569473
16,cases,malariasim,,1.6795,0.247648
16,cases,malariasim,,1.7178,0.064691
16,cases,malariasim,,1.7562,0.015054
16,cases,malariasim,,1.7945,0.034226
16,cases,malariasim,,1.8329,0.062004
16,cases,malariasim,,1.8712,0.063797
16,cases,malariasim,,1.9096,0.034587
16,cases,malariasim,,1.9479,0.015413
16,cases,malariasim,,1.9863,0.047494
16,cases,malariasim,,2.0247,0.132442
16,cases,malariasim,,2.063,0.26399
16,cases,malariasim,,2.1014,0.40916
16,cases,malariasim,,2.1397,0.530314
16,cases,malariasim,,2.1781,0.600394
16,cases,malariasim,,2.2164,0.684272
16,cases,malariasim,,2.2548,0.775682
16,cases,malariasim,,2.2932,0.911724
16,cases,malariasim,,2.3315,1.124646
16,cases,malariasim,,2.3699,1.373803
16,cases,malariasim,,2.4082,1.714164
16,cases,malariasim,,2.4466,1.919033
16,cases,malariasim,,2.4849,2.007046
16,cases,malariasim,,2.5233,1.96585
16,cases,malariasim,,2.5616,1.648973
16,cases,malariasim,,2.6,1.210215
16,cases,malariasim,,2.6384,0.689883
16,cases,malariasim,,2.6767,0.292337
16,cases,malariasim,,2.7151,0.082273
16,cases,malariasim,,2.7534,0.024018
16,cases,malariasim,,2.7918,0.03764
16,cases,malariasim,,2.8301,0.069726
16,cases,malariasim,,2.8685,0.071699
16,cases,malariasim,,2.9068,0.038359
16,cases,malariasim,,2.9452,0.015057
16,cases,malariasim,,2.9836,0.032265
16,cases,pipeline,,-3.0,0.068592
16,cases,pipeline,,-2.9616,0.177661
16,cases,pipeline,,-2.9233,0.322153
16,cases,pipeline,,-2.8849,0.468243
16,cases,pipeline,,-2.8466,0.576328
16,cases,pipeline,,-2.8082,0.655995
16,cases,pipeline,,-2.7699,0.741902
16,cases,pipeline,,-2.7315,0.849515
16,cases,pipeline,,-2.6932,1.00341
16,cases,pipeline,,-2.6548,1.232357
16,cases,pipeline,,-2.6164,1.497706
16,cases,pipeline,,-2.5781,1.780679
16,cases,pipeline,,-2.5397,1.984736
16,cases,pipeline,,-2.5014,2.021853
16,cases,pipeline,,-2.463,1.853646
16,cases,pipeline,,-2.4247,1.494952
16,cases,pipeline,,-2.3863,1.003772
16,cases,pipeline,,-2.3479,0.529428
16,cases,pipeline,,-2.3096,0.183314
16,cases,pipeline,,-2.2712,0.049157
16,cases,pipeline,,-2.2329,0.019541
16,cases,pipeline,,-2.1945,0.049113
16,cases,pipeline,,-2.1562,0.07797
16,cases,pipeline,,-2.1178,0.062067
16,cases,pipeline,,-2.0795,0.028089
16,cases,pipeline,,-2.0411,0.016448
16,cases,pipeline,,-2.0027,0.060814
16,cases,pipeline,,-1.9644,0.189893
16,cases,pipeline,,-1.926,0.339057
16,cases,pipeline,,-1.8877,0.497321
16,cases,pipeline,,-1.8493,0.612262
16,cases,pipeline,,-1.811,0.699768
16,cases,pipeline,,-1.7726,0.780556
16,cases,pipeline,,-1.7342,0.881841
16,cases,pipeline,,-1.6959,1.046625
16,cases,pipeline,,-1.6575,1.285364
16,cases,pipeline,,-1.6192,1.565519
16,cases,pipeline,,-1.5808,1.848015
16,cases,pipeline,,-1.5425,2.058197
16,cases,pipeline,,-1.5041,2.108043
16,cases,pipeline,,-1.4658,1.94751
16,cases,pipeline,,-1.4274,1.582132
16,cases,pipeline,,-1.389,1.079581
16,cases,pipeline,,-1.3507,0.585932
16,cases,pipeline,,-1.3123,0.210813
16,cases,pipeline,,-1.274,0.057093
16,cases,pipeline,,-1.2356,0.019096
16,cases,pipeline,,-1.1973,0.047552
16,cases,pipeline,,-1.1589,0.078484
16,cases,pipeline,,-1.1205,0.06534
16,cases,pipeline,,-1.0822,0.032388
16,cases,pipeline,,-1.0438,0.017833
16,cases,pipeline,,-1.0055,0.058804
16,cases,pipeline,,-0.9671,0.179558
16,cases,pipeline,,-0.9288,0.32822
16,cases,pipeline,,-0.8904,0.492721
16,cases,pipeline,,-0.8521,0.612792
16,cases,pipeline,,-0.8137,0.703593
16,cases,pipeline,,-0.7753,0.785794
16,cases,pipeline,,-0.737,0.88997
16,cases,pipeline,,-0.6986,1.051312
16,cases,pipeline,,-0.6603,1.293705
16,cases,pipeline,,-0.6219,1.587103
16,cases,pipeline,,-0.5836,1.878551
16,cases,pipeline,,-0.5452,2.105716
16,cases,pipeline,,-0.5068,2.167924
16,cases,pipeline,,-0.4685,2.014358
16,cases,pipeline,,-0.4301,1.644789
16,cases,pipeline,,-0.3918,1.137666
16,cases,pipeline,,-0.3534,0.626608
16,cases,pipeline,,-0.3151,0.23372
16,cases,pipeline,,-0.2767,0.059207
16,cases,pipeline,,-0.2384,0.01924
16,cases,pipeline,,-0.2,0.046364
16,cases,pipeline,,-0.1616,0.079003
16,cases,pipeline,,-0.1233,0.067385
16,cases,pipeline,,-0.0849,0.034796
16,cases,pipeline,,-0.0466,0.017858
16,cases,pipeline,,-0.0082,0.056262
16,cases,pipeline,,0.0301,0.130409
16,cases,pipeline,,0.0685,0.222069
16,cases,pipeline,,0.1068,0.292418
16,cases,pipeline,,0.1452,0.374188
16,cases,pipeline,,0.1836,0.42154
16,cases,pipeline,,0.2219,0.467063
16,cases,pipeline,,0.2603,0.525835
16,cases,pipeline,,0.2986,0.614815
16,cases,pipeline,,0.337,0.74575
16,cases,pipeline,,0.3753,0.921414
16,cases,pipeline,,0.4137,1.102762
16,cases,pipeline,,0.4521,1.254001
16,cases,pipeline,,0.4904,1.308275
16,cases,pipeline,,0.5288,1.246823
16,cases,pipeline,,0.5671,1.044446
16,cases,pipeline,,0.6055,0.7231
16,cases,pipeline,,0.6438,0.401992
16,cases,pipeline,,0.6822,0.144143
16,cases,pipeline,,0.7205,0.04156
16,cases,pipeline,,0.7589,0.011701
16,cases,pipeline,,0.7973,0.0264
16,cases,pipeline,,0.8356,0.044744
16,cases,pipeline,,0.874,0.040794
16,cases,pipeline,,0.9123,0.017221
16,cases,pipeline,,0.9507,0.005534
16,cases,pipeline,,0.989,0.033876
16,cases,pipeline,,1.0274,0.109095
16,cases,pipeline,,1.0658,0.230006
16,cases,pipeline,,1.1041,0.350292
16,cases,pipeline,,1.1425,0.451262
16,cases,pipeline,,1.1808,0.517967
16,cases,pipeline,,1.2192,0.577013
16,cases,pipeline,,1.2575,0.65365
16,cases,pipeline,,1.2959,0.770367
16,cases,pipeline,,1.3342,0.94459
16,cases,pipeline,,1.3726,1.174493
16,cases,pipeline,,1.411,1.422868
16,cases,pipeline,,1.4493,1.628329
16,cases,pipeline,,1.4877,1.719893
16,cases,pipeline,,1.526,1.662335
16,cases,pipeline,,1.5644,1.417782
16,cases,pipeline,,1.6027,1.008595
16,cases,pipeline,,1.6411,0.577127
16,cases,pipeline,,1.6795,0.23209
16,cases,pipeline,,1.7178,0.057797
16,cases,pipeline,,1.7562,0.014539
16,cases,pipeline,,1.7945,0.030374
16,cases,pipeline,,1.8329,0.058219
16,cases,pipeline,,1.8712,0.054842
16,cases,pipeline,,1.9096,0.030373
16,cases,pipeline,,1.9479,0.012366
16,cases,pipeline,,1.9863,0.039153
16,cases,pipeline,,2.0247,0.121039
16,cases,pipeline,,2.063,0.253578
16,cases,pipeline,,2.1014,0.395651
16,cases,pipeline,,2.1397,0.522724
16,cases,pipeline,,2.1781,0.60947
16,cases,pipeline,,2.2164,0.688743
16,cases,pipeline,,2.2548,0.781292
16,cases,pipeline,,2.2932,0.911349
16,cases,pipeline,,2.3315,1.11664
16,cases,pipeline,,2.3699,1.393991
16,cases,pipeline,,2.4082,1.693098
16,cases,pipeline,,2.4466,1.924205
16,cases,pipeline,,2.4849,2.012677
16,cases,pipeline,,2.5233,1.938519
16,cases,pipeline,,2.5616,1.644868
16,cases,pipeline,,2.6,1.187543
16,cases,pipeline,,2.6384,0.693193
16,cases,pipeline,,2.6767,0.28914
16,cases,pipeline,,2.7151,0.073438
16,cases,pipeline,,2.7534,0.020692
16,cases,pipeline,,2.7918,0.034497
16,cases,pipeline,,2.8301,0.064463
16,cases,pipeline,,2.8685,0.061404
16,cases,pipeline,,2.9068,0.035598
16,cases,pipeline,,2.9452,0.009906
16,cases,pipeline,,2.9836,0.028136
16,cases,emulator,,-3.0,0.068462
16,cases,emulator,,-2.9616,0.177301
16,cases,emulator,,-2.9233,0.321622
16,cases,emulator,,-2.8849,0.467337
16,cases,emulator,,-2.8466,0.575166
16,cases,emulator,,-2.8082,0.654645
16,cases,emulator,,-2.7699,0.740402
16,cases,emulator,,-2.7315,0.847788
16,cases,emulator,,-2.6932,1.001307
16,cases,emulator,,-2.6548,1.229724
16,cases,emulator,,-2.6164,1.494505
16,cases,emulator,,-2.5781,1.776875
16,cases,emulator,,-2.5397,1.980633
16,cases,emulator,,-2.5014,2.017779
16,cases,emulator,,-2.463,1.850014
16,cases,emulator,,-2.4247,1.49215
16,cases,emulator,,-2.3863,1.001961
16,cases,emulator,,-2.3479,0.528488
16,cases,emulator,,-2.3096,0.183016
16,cases,emulator,,-2.2712,0.049074
16,cases,emulator,,-2.2329,0.019518
16,cases,emulator,,-2.1945,0.04904
16,cases,emulator,,-2.1562,0.077864
16,cases,emulator,,-2.1178,0.061953
16,cases,emulator,,-2.0795,0.028011
16,cases,emulator,,-2.0411,0.016388
16,cases,emulator,,-2.0027,0.060681
16,cases,emulator,,-1.9644,0.189585
16,cases,emulator,,-1.926,0.338538
16,cases,emulator,,-1.8877,0.496461
16,cases,emulator,,-1.8493,0.611175
16,cases,emulator,,-1.811,0.698508
16,cases,emulator,,-1.7726,0.779118
16,cases,emulator,,-1.7342,0.880154
16,cases,emulator,,-1.6959,1.04458
16,cases,emulator,,-1.6575,1.282826
16,cases,emulator,,-1.6192,1.562458
16,cases,emulator,,-1.5808,1.84441
16,cases,emulator,,-1.5425,2.05425
16,cases,emulator,,-1.5041,2.104099
16,cases,emulator,,-1.4658,1.943976
16,cases,emulator,,-1.4274,1.579361
16,cases,emulator,,-1.389,1.077748
16,cases,emulator,,-1.3507,0.58498
16,cases,emulator,,-1.3123,0.210468
16,cases,emulator,,-1.274,0.057018
16,cases,emulator,,-1.2356,0.019068
16,cases,emulator,,-1.1973,0.047478
16,cases,emulator,,-1.1589,0.07838
16,cases,emulator,,-1.1205,0.065245
16,cases,emulator,,-1.0822,0.032322
16,cases,emulator,,-1.0438,0.017786
16,cases,emulator,,-1.0055,0.058691
16,cases,emulator,,-0.9671,0.179264
16,cases,emulator,,-0.9288,0.327733
16,cases,emulator,,-0.8904,0.491893
16,cases,emulator,,-0.8521,0.611732
16,cases,emulator,,-0.8137,0.702365
16,cases,emulator,,-0.7753,0.784399
16,cases,emulator,,-0.737,0.888331
16,cases,emulator,,-0.6986,1.049341
16,cases,emulator,,-0.6603,1.291267
16,cases,emulator,,-0.6219,1.58416
16,cases,emulator,,-0.5836,1.875082
16,cases,emulator,,-0.5452,2.101859
16,cases,emulator,,-0.5068,2.164065
16,cases,emulator,,-0.4685,2.010876
16,cases,emulator,,-0.4301,1.64201
16,cases,emulator,,-0.3918,1.135822
16,cases,emulator,,-0.3534,0.625631
16,cases,emulator,,-0.3151,0.233372
16,cases,emulator,,-0.2767,0.059132
16,cases,emulator,,-0.2384,0.019212
16,cases,emulator,,-0.2,0.046294
16,cases,emulator,,-0.1616,0.078902
16,cases,emulator,,-0.1233,0.067293
16,cases,emulator,,-0.0849,0.034736
16,cases,emulator,,-0.0466,0.01782
16,cases,emulator,,-0.0082,0.056164
16,cases,emulator,,0.0301,0.130175
16,cases,emulator,,0.0685,0.221716
16,cases,emulator,,0.1068,0.291913
16,cases,emulator,,0.1452,0.373461
16,cases,emulator,,0.1836,0.420672
16,cases,emulator,,0.2219,0.466089
16,cases,emulator,,0.2603,0.524713
16,cases,emulator,,0.2986,0.613489
16,cases,emulator,,0.337,0.744132
16,cases,emulator,,0.3753,0.919424
16,cases,emulator,,0.4137,1.10039
16,cases,emulator,,0.4521,1.251335
16,cases,emulator,,0.4904,1.305524
16,cases,emulator,,0.5288,1.244262
16,cases,emulator,,0.5671,1.042302
16,cases,emulator,,0.6055,0.721597
16,cases,emulator,,0.6438,0.401117
16,cases,emulator,,0.6822,0.143821
16,cases,emulator,,0.7205,0.041479
16,cases,emulator,,0.7589,0.011669
16,cases,emulator,,0.7973,0.026355
16,cases,emulator,,0.8356,0.044666
16,cases,emulator,,0.874,0.04071
16,cases,emulator,,0.9123,0.017178
16,cases,emulator,,0.9507,0.005512
16,cases,emulator,,0.989,0.033814
16,cases,emulator,,1.0274,0.108873
16,cases,emulator,,1.0658,0.229608
16,cases,emulator,,1.1041,0.349648
16,cases,emulator,,1.1425,0.450406
16,cases,emulator,,1.1808,0.516949
16,cases,emulator,,1.2192,0.575837
16,cases,emulator,,1.2575,0.652283
16,cases,emulator,,1.2959,0.76874
16,cases,emulator,,1.3342,0.942586
16,cases,emulator,,1.3726,1.172014
16,cases,emulator,,1.411,1.419899
16,cases,emulator,,1.4493,1.624976
16,cases,emulator,,1.4877,1.716439
16,cases,emulator,,1.526,1.659111
16,cases,emulator,,1.5644,1.415097
16,cases,emulator,,1.6027,1.006711
16,cases,emulator,,1.6411,0.576064
16,cases,emulator,,1.6795,0.231643
16,cases,emulator,,1.7178,0.057714
16,cases,emulator,,1.7562,0.014496
16,cases,emulator,,1.7945,0.030321
16,cases,emulator,,1.8329,0.058111
16,cases,emulator,,1.8712,0.054736
16,cases,emulator,,1.9096,0.030313
16,cases,emulator,,1.9479,0.012339
16,cases,emulator,,1.9863,0.039082
16,cases,emulator,,2.0247,0.120789
16,cases,emulator,,2.063,0.25311
16,cases,emulator,,2.1014,0.3949
16,cases,emulator,,2.1397,0.521729
16,cases,emulator,,2.1781,0.608275
16,cases,emulator,,2.2164,0.687364
16,cases,emulator,,2.2548,0.779688
16,cases,emulator,,2.2932,0.909439
16,cases,emulator,,2.3315,1.114268
16,cases,emulator,,2.3699,1.39106
16,cases,emulator,,2.4082,1.689628
16,cases,emulator,,2.4466,1.920351
16,cases,emulator,,2.4849,2.008746
16,cases,emulator,,2.5233,1.934882
16,cases,emulator,,2.5616,1.64188
16,cases,emulator,,2.6,1.185458
16,cases,emulator,,2.6384,0.692008
16,cases,emulator,,2.6767,0.288651
16,cases,emulator,,2.7151,0.073317
16,cases,emulator,,2.7534,0.020655
16,cases,emulator,,2.7918,0.034438
16,cases,emulator,,2.8301,0.064347
16,cases,emulator,,2.8685,0.061289
16,cases,emulator,,2.9068,0.035528
16,cases,emulator,,2.9452,0.009882
16,cases,emulator,,2.9836,0.028088
20,prevalence,run,0,-3.0,0.069536
20,prevalence,run,0,-2.9616,0.072442
20,prevalence,run,0,-2.9233,0.070124
20,prevalence,run,0,-2.8849,0.067548
20,prevalence,run,0,-2.8466,0.065204
20,prevalence,run,0,-2.8082,0.062952
20,prevalence,run,0,-2.7699,0.060273
20,prevalence,run,0,-2.7315,0.0579
20,prevalence,run,0,-2.6932,0.056188
20,prevalence,run,0,-2.6548,0.05466
20,prevalence,run,0,-2.6164,0.053812
20,prevalence,run,0,-2.5781,0.052726
20,prevalence,run,0,-2.5397,0.052239
20,prevalence,run,0,-2.5014,0.052395
20,prevalence,run,0,-2.463,0.053133
20,prevalence,run,0,-2.4247,0.053392
20,prevalence,run,0,-2.3863,0.054317
20,prevalence,run,0,-2.3479,0.055807
20,prevalence,run,0,-2.3096,0.057997
20,prevalence,run,0,-2.2712,0.05974
20,prevalence,run,0,-2.2329,0.0611
20,prevalence,run,0,-2.1945,0.062968
20,prevalence,run,0,-2.1562,0.06511
20,prevalence,run,0,-2.1178,0.065286
20,prevalence,run,0,-2.0795,0.066476
20,prevalence,run,0,-2.0411,0.069492
20,prevalence,run,0,-2.0027,0.073083
20,prevalence,run,0,-1.9644,0.076486
20,prevalence,run,0,-1.926,0.075081
20,prevalence,run,0,-1.8877,0.071957
20,prevalence,run,0,-1.8493,0.068735
20,prevalence,run,0,-1.811,0.066159
20,prevalence,run,0,-1.7726,0.063747
20,prevalence,run,0,-1.7342,0.061096
20,prevalence,run,0,-1.6959,0.059315
20,prevalence,run,0,-1.6575,0.057843
20,prevalence,run,0,-1.6192,0.056045
20,prevalence,run,0,-1.5808,0.054898
20,prevalence,run,0,-1.5425,0.053776
20,prevalence,run,0,-1.5041,0.053619
20,prevalence,run,0,-1.4658,0.053559
20,prevalence,run,0,-1.4274,0.05465
20,prevalence,run,0,-1.389,0.055797
20,prevalence,run,0,-1.3507,0.058208
20,prevalence,run,0,-1.3123,0.061236
20,prevalence,run,0,-1.274,0.063802
20,prevalence,run,0,-1.2356,0.064772
20,prevalence,run,0,-1.1973,0.064871
20,prevalence,run,0,-1.1589,0.065488
20,prevalence,run,0,-1.1205,0.066136
20,prevalence,run,0,-1.0822,0.067577
20,prevalence,run,0,-1.0438,0.070629
20,prevalence,run,0,-1.0055,0.074872
20,prevalence,run,0,-0.9671,0.078723
20,prevalence,run,0,-0.9288,0.077277
20,prevalence,run,0,-0.8904,0.074469
20,prevalence,run,0,-0.8521,0.072163
20,prevalence,run,0,-0.8137,0.069238
20,prevalence,run,0,-0.7753,0.066311
20,prevalence,run,0,-0.737,0.063974
20,prevalence,run,0,-0.6986,0.062564
20,prevalence,run,0,-0.6603,0.061522
20,prevalence,run,0,-0.6219,0.059689
20,prevalence,run,0,-0.5836,0.057996
20,prevalence,run,0,-0.5452,0.057988
20,prevalence,run,0,-0.5068,0.058515
20,prevalence,run,0,-0.4685,0.058296
20,prevalence,run,0,-0.4301,0.059282
20,prevalence,run,0,-0.3918,0.060324
20,prevalence,run,0,-0.3534,0.062051
20,prevalence,run,0,-0.3151,0.064642
20,prevalence,run,0,-0.2767,0.065642
20,prevalence,run,0,-0.2384,0.067842
20,prevalence,run,0,-0.2,0.070157
20,prevalence,run,0,-0.1616,0.070867
20,prevalence,run,0,-0.1233,0.071408
20,prevalence,run,0,-0.0849,0.072423
20,prevalence,run,0,-0.0466,0.076655
20,prevalence,run,0,-0.0082,0.080636
20,prevalence,run,0,0.0301,0.085251
20,prevalence,run,0,0.0685,0.083192
20,prevalence,run,0,0.1068,0.079918
20,prevalence,run,0,0.1452,0.076824
20,prevalence,run,0,0.1836,0.07463
20,prevalence,run,0,0.2219,0.070969
20,prevalence,run,0,0.2603,0.068875
20,prevalence,run,0,0.2986,0.066105
20,prevalence,run,0,0.337,0.063541
20,prevalence,run,0,0.3753,0.06166
20,prevalence,run,0,0.4137,0.060047
20,prevalence,run,0,0.4521,0.058004
20,prevalence,run,0,0.4904,0.057317
20,prevalence,run,0,0.5288,0.056734
20,prevalence,run,0,0.5671,0.056764
20,prevalence,run,0,0.6055,0.058479
20,prevalence,run,0,0.6438,0.059603
20,prevalence,run,0,0.6822,0.061044
20,prevalence,run,0,0.7205,0.063235
20,prevalence,run,0,0.7589,0.064229
20,prevalence,run,0,0.7973,0.065602
20,prevalence,run,0,0.8356,0.065348
20,prevalence,run,0,0.874,0.065681
20,prevalence,run,0,0.9123,0.067761
20,prevalence,run,0,0.9507,0.070426
20,prevalence,run,0,0.989,0.074371
20,prevalence,run,0,1.0274,0.078105
20,prevalence,run,0,1.0658,0.076964
20,prevalence,run,0,1.1041,0.073588
20,prevalence,run,0,1.1425,0.071853
20,prevalence,run,0,1.1808,0.069297
20,prevalence,run,0,1.2192,0.066907
20,prevalence,run,0,1.2575,0.065075
20,prevalence,run,0,1.2959,0.063019
20,prevalence,run,0,1.3342,0.061006
20,prevalence,run,0,1.3726,0.059595
20,prevalence,run,0,1.411,0.057744
20,prevalence,run,0,1.4493,0.057074
20,prevalence,run,0,1.4877,0.056842
20,prevalence,run,0,1.526,0.056752
20,prevalence,run,0,1.5644,0.058269
20,prevalence,run,0,1.6027,0.060308
20,prevalence,run,0,1.6411,0.061721
20,prevalence,run,0,1.6795,0.064383
20,prevalence,run,0,1.7178,0.066461
20,prevalence,run,0,1.7562,0.06707
20,prevalence,run,0,1.7945,0.067443
20,prevalence,run,0,1.8329,0.067921
20,prevalence,run,0,1.8712,0.068395
20,prevalence,run,0,1.9096,0.06972
20,prevalence,run,0,1.9479,0.072908
20,prevalence,run,0,1.9863,0.076739
20,prevalence,run,0,2.0247,0.081061
20,prevalence,run,0,2.063,0.080541
20,prevalence,run,0,2.1014,0.076989
20,prevalence,run,0,2.1397,0.07352
20,prevalence,run,0,2.1781,0.069763
20,prevalence,run,0,2.2164,0.066701
20,prevalence,run,0,2.2548,0.063978
20,prevalence,run,0,2.2932,0.062379
20,prevalence,run,0,2.3315,0.060761
20,prevalence,run,0,2.3699,0.060203
20,prevalence,run,0,2.4082,0.059507
20,prevalence,run,0,2.4466,0.057975
20,prevalence,run,0,2.4849,0.056901
20,prevalence,run,0,2.5233,0.057108
20,prevalence,run,0,2.5616,0.057562
20,prevalence,run,0,2.6,0.05924
20,prevalence,run,0,2.6384,0.060509
20,prevalence,run,0,2.6767,0.062235
20,prevalence,run,0,2.7151,0.064075
20,prevalence,run,0,2.7534,0.065621
20,prevalence,run,0,2.7918,0.065737
20,prevalence,run,0,2.8301,0.066531
20,prevalence,run,0,2.8685,0.067452
20,prevalence,run,0,2.9068,0.069035
20,prevalence,run,0,2.9452,0.071617
20,prevalence,run,0,2.9836,0.074782
20,prevalence,run,1,-3.0,0.068181
20,prevalence,run,1,-2.9616,0.07086
20,prevalence,run,1,-2.9233,0.069279
20,prevalence,run,1,-2.8849,0.065917
20,prevalence,run,1,-2.8466,0.062899
20,prevalence,run,1,-2.8082,0.06035
20,prevalence,run,1,-2.7699,0.057668
20,prevalence,run,1,-2.7315,0.055049
20,prevalence,run,1,-2.6932,0.053117
20,prevalence,run,1,-2.6548,0.05119
20,prevalence,run,1,-2.6164,0.049843
20,prevalence,run,1,-2.5781,0.048425
20,prevalence,run,1,-2.5397,0.047791
20,prevalence,run,1,-2.5014,0.047845
20,prevalence,run,1,-2.463,0.04897
20,prevalence,run,1,-2.4247,0.05094
20,prevalence,run,1,-2.3863,0.05165
20,prevalence,run,1,-2.3479,0.052692
20,prevalence,run,1,-2.3096,0.054603
20,prevalence,run,1,-2.2712,0.057351
20,prevalence,run,1,-2.2329,0.058434
20,prevalence,run,1,-2.1945,0.059801
20,prevalence,run,1,-2.1562,0.05947
20,prevalence,run,1,-2.1178,0.060211
20,prevalence,run,1,-2.0795,0.061829
20,prevalence,run,1,-2.0411,0.063607
20,prevalence,run,1,-2.0027,0.068252
20,prevalence,run,1,-1.9644,0.071309
20,prevalence,run,1,-1.926,0.070191
20,prevalence,run,1,-1.8877,0.067288
20,prevalence,run,1,-1.8493,0.064111
20,prevalence,run,1,-1.811,0.062071
20,prevalence,run,1,-1.7726,0.060042
20,prevalence,run,1,-1.7342,0.058335
20,prevalence,run,1,-1.6959,0.055824
20,prevalence,run,1,-1.6575,0.054005
20,prevalence,run,1,-1.6192,0.05279
20,prevalence,run,1,-1.5808,0.052393
20,prevalence,run,1,-1.5425,0.052583
20,prevalence,run,1,-1.5041,0.052429
20,prevalence,run,1,-1.4658,0.053043
20,prevalence,run,1,-1.4274,0.055163
20,prevalence,run,1,-1.389,0.056472
20,prevalence,run,1,-1.3507,0.058559
20,prevalence,run,1,-1.3123,0.060658
20,prevalence,run,1,-1.274,0.061869
20,prevalence,run,1,-1.2356,0.06332
20,prevalence,run,1,-1.1973,0.062995
20,prevalence,run,1,-1.1589,0.063778
20,prevalence,run,1,-1.1205,0.063834
20,prevalence,run,1,-1.0822,0.064177
20,prevalence,run,1,-1.0438,0.066544
20,prevalence,run,1,-1.0055,0.071978
20,prevalence,run,1,-0.9671,0.076958
20,prevalence,run,1,-0.9288,0.075667
20,prevalence,run,1,-0.8904,0.073165
20,prevalence,run,1,-0.8521,0.070586
20,prevalence,run,1,-0.8137,0.067679
20,prevalence,run,1,-0.7753,0.065513
20,prevalence,run,1,-0.737,0.063762
20,prevalence,run,1,-0.6986,0.062682
20,prevalence,run,1,-0.6603,0.060425
20,prevalence,run,1,-0.6219,0.058152
20,prevalence,run,1,-0.5836,0.057443
20,prevalence,run,1,-0.5452,0.055715
20,prevalence,run,1,-0.5068,0.055632
20,prevalence,run,1,-0.4685,0.056626
20,prevalence,run,1,-0.4301,0.057952
20,prevalence,run,1,-0.3918,0.060229
20,prevalence,run,1,-0.3534,0.062258
20,prevalence,run,1,-0.3151,0.064279
20,prevalence,run,1,-0.2767,0.067229
20,prevalence,run,1,-0.2384,0.069249
20,prevalence,run,1,-0.2,0.070067
